t, ir, imu 
87.44000, 230.00000, 22036.00000
87.49000, 229.00000, 22138.00000
87.54000, 209.00000, 22092.00000
87.59000, 214.00000, 22172.00000
87.64000, 230.00000, 22060.00000
87.69000, 231.00000, 22174.00000
87.74000, 220.00000, 22214.00000
87.79000, 231.00000, 22182.00000
87.84000, 232.00000, 22114.00000
87.89000, 231.00000, 22142.00000
87.94000, 209.00000, 22162.00000
87.99000, 230.00000, 22194.00000
88.04000, 231.00000, 22008.00000
88.09000, 231.00000, 22068.00000
88.14000, 232.00000, 22100.00000
88.19000, 230.00000, 22052.00000
88.24000, 230.00000, 22082.00000
88.29000, 233.00000, 22204.00000
88.34000, 230.00000, 22078.00000
88.39000, 225.00000, 22096.00000
88.44000, 223.00000, 22168.00000
88.49000, 231.00000, 22150.00000
88.54000, 233.00000, 22110.00000
88.59000, 232.00000, 22092.00000
88.64000, 232.00000, 22142.00000
88.69000, 235.00000, 22122.00000
88.74000, 224.00000, 22102.00000
88.79000, 219.00000, 22026.00000
88.84000, 234.00000, 22034.00000
88.89000, 215.00000, 22104.00000
88.94000, 235.00000, 22014.00000
88.99000, 215.00000, 22208.00000
89.04000, 233.00000, 22208.00000
89.09000, 236.00000, 22066.00000
89.14000, 223.00000, 22156.00000
89.19000, 234.00000, 22120.00000
89.24000, 233.00000, 22074.00000
89.29000, 233.00000, 22140.00000
89.34000, 227.00000, 22102.00000
89.39000, 237.00000, 22090.00000
89.44000, 239.00000, 22166.00000
89.49000, 237.00000, 22168.00000
89.54000, 235.00000, 22172.00000
89.59000, 235.00000, 22118.00000
89.64000, 237.00000, 22096.00000
89.69000, 239.00000, 22044.00000
89.74000, 234.00000, 22178.00000
89.79000, 238.00000, 22128.00000
89.84000, 239.00000, 22198.00000
89.89000, 239.00000, 22134.00000
89.94000, 239.00000, 22130.00000
89.99000, 223.00000, 22158.00000
90.04000, 241.00000, 22040.00000
90.09000, 241.00000, 22222.00000
90.14000, 239.00000, 22062.00000
90.19000, 240.00000, 22132.00000
90.24000, 240.00000, 22146.00000
90.29000, 239.00000, 22166.00000
90.34000, 240.00000, 22080.00000
90.39000, 223.00000, 22042.00000
90.44000, 241.00000, 22146.00000
90.49000, 241.00000, 22036.00000
90.54000, 240.00000, 22040.00000
90.59000, 229.00000, 22104.00000
90.64000, 233.00000, 22042.00000
90.69000, 238.00000, 22070.00000
90.74000, 240.00000, 22026.00000
90.79000, 238.00000, 22090.00000
90.84000, 242.00000, 22084.00000
90.89000, 239.00000, 21986.00000
90.94000, 240.00000, 22162.00000
90.99000, 240.00000, 22150.00000
91.04000, 242.00000, 22170.00000
91.09000, 241.00000, 22082.00000
91.14000, 242.00000, 22142.00000
91.19000, 242.00000, 22098.00000
91.24000, 243.00000, 22014.00000
91.29000, 241.00000, 21918.00000
91.34000, 243.00000, 22268.00000
91.39000, 241.00000, 22094.00000
91.44000, 239.00000, 22200.00000
91.49000, 241.00000, 22092.00000
91.54000, 240.00000, 22124.00000
91.59000, 236.00000, 22032.00000
91.64000, 236.00000, 22172.00000
91.69000, 241.00000, 22124.00000
91.74000, 240.00000, 22104.00000
91.79000, 240.00000, 22072.00000
91.84000, 229.00000, 22106.00000
91.89000, 234.00000, 22128.00000
91.94000, 241.00000, 22164.00000
91.99000, 241.00000, 22120.00000
92.04000, 243.00000, 22120.00000
92.09000, 240.00000, 22084.00000
92.14000, 241.00000, 22226.00000
92.19000, 240.00000, 22172.00000
92.24000, 242.00000, 22158.00000
92.29000, 236.00000, 22144.00000
92.34000, 242.00000, 22196.00000
92.39000, 241.00000, 22066.00000
92.44000, 241.00000, 22102.00000
92.49000, 240.00000, 22006.00000
92.54000, 241.00000, 22048.00000
92.59000, 241.00000, 22048.00000
92.64000, 232.00000, 22134.00000
92.69000, 241.00000, 22124.00000
92.74000, 220.00000, 22114.00000
92.79000, 242.00000, 22160.00000
92.84000, 232.00000, 22124.00000
92.89000, 241.00000, 22144.00000
92.94000, 241.00000, 22182.00000
92.99000, 242.00000, 22064.00000
93.04000, 242.00000, 22066.00000
93.09000, 239.00000, 22034.00000
93.14000, 240.00000, 22192.00000
93.19000, 239.00000, 22082.00000
93.24000, 236.00000, 22092.00000
93.29000, 242.00000, 22124.00000
93.34000, 242.00000, 22168.00000
93.39000, 241.00000, 22136.00000
