t, reading, IMUVal 
23.85000, 270.00000, 27356.00000 
23.90000, 271.00000, 29472.00000 
23.95000, 269.00000, 29328.00000 
24.00000, 266.00000, 28336.00000 
24.05000, 266.00000, 27266.00000 
24.10000, 267.00000, 27252.00000 
24.15000, 269.00000, 20604.00000 
24.20000, 271.00000, 20370.00000 
24.25000, 275.00000, 22244.00000 
24.30000, 280.00000, 22602.00000 
24.35000, 278.00000, 22612.00000 
24.40000, 269.00000, 23138.00000 
24.45000, 264.00000, 23474.00000 
24.50000, 260.00000, 25874.00000 
24.55000, 260.00000, 27240.00000 
24.60000, 259.00000, 30208.00000 
24.65000, 259.00000, 31414.00000 
24.70000, 259.00000, 35156.00000 
24.75000, 259.00000, 35694.00000 
24.80000, 259.00000, 35206.00000 
24.85000, 262.00000, 28134.00000 
24.90000, 266.00000, 23256.00000 
24.95000, 265.00000, 24020.00000 
25.00000, 264.00000, 26866.00000 
25.05000, 265.00000, 28224.00000 
25.10000, 267.00000, 29218.00000 
25.15000, 268.00000, 30332.00000 
25.20000, 270.00000, 29776.00000 
25.25000, 268.00000, 27336.00000 
25.30000, 267.00000, 25096.00000 
25.35000, 268.00000, 22100.00000 
25.40000, 270.00000, 16628.00000 
25.45000, 272.00000, 18852.00000 
25.50000, 276.00000, 24374.00000 
25.55000, 286.00000, 24434.00000 
25.60000, 283.00000, 20130.00000 
25.65000, 270.00000, 22758.00000 
25.70000, 262.00000, 25642.00000 
25.75000, 259.00000, 26702.00000 
25.80000, 258.00000, 26650.00000 
25.85000, 258.00000, 27306.00000 
25.90000, 260.00000, 31154.00000 
25.95000, 260.00000, 30704.00000 
26.00000, 259.00000, 32438.00000 
26.05000, 260.00000, 30532.00000 
26.10000, 262.00000, 29954.00000 
26.16000, 264.00000, 29056.00000 
26.21000, 265.00000, 26456.00000 
26.26000, 266.00000, 27472.00000 
26.31000, 267.00000, 29848.00000 
26.36000, 267.00000, 30034.00000 
26.41000, 267.00000, 28954.00000 
26.46000, 267.00000, 26624.00000 
26.51000, 266.00000, 25238.00000 
26.56000, 268.00000, 20728.00000 
26.61000, 268.00000, 17910.00000 
26.66000, 271.00000, 18020.00000 
26.71000, 276.00000, 19970.00000 
26.76000, 285.00000, 22664.00000 
26.81000, 282.00000, 24122.00000 
26.86000, 269.00000, 24122.00000 
26.91000, 262.00000, 25560.00000 
26.96000, 260.00000, 26312.00000 
27.01000, 259.00000, 28324.00000 
27.06000, 258.00000, 30834.00000 
27.11000, 258.00000, 33702.00000 
27.16000, 258.00000, 30604.00000 
27.21000, 259.00000, 31222.00000 
27.26000, 259.00000, 30282.00000 
27.31000, 263.00000, 28594.00000 
27.36000, 264.00000, 29476.00000 
27.41000, 264.00000, 27178.00000 
27.46000, 265.00000, 27732.00000 
27.51000, 267.00000, 29154.00000 
27.56000, 268.00000, 30264.00000 
27.61000, 268.00000, 29626.00000 
27.66000, 267.00000, 25884.00000 
27.71000, 266.00000, 22308.00000 
27.76000, 267.00000, 21728.00000 
27.81000, 267.00000, 19242.00000 
27.86000, 268.00000, 19580.00000 
27.91000, 274.00000, 20750.00000 
27.96000, 287.00000, 22570.00000 
28.01000, 292.00000, 22924.00000 
28.06000, 277.00000, 25124.00000 
28.11000, 265.00000, 26330.00000 
28.16000, 261.00000, 28952.00000 
28.21000, 259.00000, 28568.00000 
28.26000, 258.00000, 29578.00000 
28.31000, 258.00000, 31690.00000 
28.36000, 258.00000, 31716.00000 
28.41000, 259.00000, 30212.00000 
28.46000, 259.00000, 30052.00000 
28.51000, 262.00000, 28066.00000 
28.56000, 264.00000, 30138.00000 
28.61000, 264.00000, 28672.00000 
28.66000, 265.00000, 28036.00000 
28.71000, 266.00000, 29002.00000 
28.76000, 268.00000, 30136.00000 
28.81000, 268.00000, 30436.00000 
28.86000, 268.00000, 29146.00000 
28.91000, 266.00000, 27232.00000 
28.96000, 265.00000, 22598.00000 
29.01000, 266.00000, 21310.00000 
29.06000, 266.00000, 20498.00000 
29.11000, 270.00000, 22136.00000 
29.16000, 281.00000, 22186.00000 
29.21000, 282.00000, 22352.00000 
29.26000, 275.00000, 23828.00000 
29.31000, 272.00000, 25188.00000 
29.36000, 264.00000, 27270.00000 
29.41000, 261.00000, 28176.00000 
29.46000, 259.00000, 28964.00000 
29.51000, 259.00000, 32216.00000 
29.56000, 260.00000, 35092.00000 
29.61000, 260.00000, 31840.00000 
29.66000, 261.00000, 28966.00000 
29.71000, 262.00000, 27934.00000 
29.76000, 265.00000, 25558.00000 
29.81000, 266.00000, 27166.00000 
29.86000, 265.00000, 27966.00000 
29.91000, 266.00000, 27954.00000 
29.96000, 267.00000, 28304.00000 
30.01000, 268.00000, 29794.00000 
30.06000, 268.00000, 30062.00000 
30.11000, 267.00000, 28928.00000 
30.16000, 266.00000, 28154.00000 
30.21000, 266.00000, 25876.00000 
30.26000, 266.00000, 22068.00000 
30.31000, 266.00000, 21290.00000 
30.36000, 272.00000, 22986.00000 
30.41000, 284.00000, 21850.00000 
30.46000, 300.00000, 21744.00000 
30.51000, 298.00000, 24266.00000 
30.56000, 277.00000, 25290.00000 
30.61000, 263.00000, 26254.00000 
30.66000, 258.00000, 26496.00000 
30.71000, 256.00000, 29104.00000 
30.76000, 255.00000, 31922.00000 
30.81000, 255.00000, 34232.00000 
30.86000, 255.00000, 30892.00000 
30.91000, 256.00000, 30796.00000 
30.96000, 257.00000, 29132.00000 
31.01000, 261.00000, 27440.00000 
31.06000, 263.00000, 28896.00000 
31.11000, 263.00000, 28268.00000 
31.16000, 263.00000, 28532.00000 
31.21000, 264.00000, 30108.00000 
31.26000, 266.00000, 30900.00000 
31.31000, 266.00000, 30962.00000 
31.36000, 265.00000, 28238.00000 
31.41000, 265.00000, 25626.00000 
31.46000, 265.00000, 22834.00000 
31.51000, 265.00000, 17780.00000 
31.56000, 267.00000, 18912.00000 
31.61000, 271.00000, 20622.00000 
31.66000, 277.00000, 21378.00000 
31.71000, 282.00000, 20494.00000 
31.76000, 278.00000, 21884.00000 
31.81000, 268.00000, 24884.00000 
31.86000, 262.00000, 26778.00000 
31.91000, 260.00000, 27368.00000 
31.96000, 258.00000, 30414.00000 
32.01000, 258.00000, 32708.00000 
32.06000, 258.00000, 31586.00000 
32.11000, 258.00000, 30694.00000 
32.16000, 259.00000, 29898.00000 
32.21000, 261.00000, 27442.00000 
32.26000, 264.00000, 28732.00000 
32.31000, 266.00000, 27816.00000 
32.36000, 266.00000, 28342.00000 
32.41000, 266.00000, 29608.00000 
32.46000, 267.00000, 30860.00000 
32.51000, 267.00000, 30618.00000 
32.56000, 266.00000, 29240.00000 
32.61000, 265.00000, 26840.00000 
32.66000, 265.00000, 25214.00000 
32.71000, 266.00000, 17808.00000 
32.76000, 268.00000, 17650.00000 
32.81000, 273.00000, 19944.00000 
32.86000, 283.00000, 21460.00000 
32.91000, 293.00000, 22484.00000 
32.96000, 279.00000, 24172.00000 
33.01000, 266.00000, 21686.00000 
33.06000, 261.00000, 22210.00000 
33.11000, 259.00000, 27760.00000 
33.16000, 257.00000, 31068.00000 
33.21000, 256.00000, 35498.00000 
33.26000, 256.00000, 33296.00000 
33.31000, 257.00000, 29544.00000 
33.36000, 258.00000, 31232.00000 
33.41000, 259.00000, 29132.00000 
33.46000, 262.00000, 29644.00000 
33.51000, 264.00000, 27770.00000 
33.56000, 265.00000, 27852.00000 
33.61000, 265.00000, 28476.00000 
33.66000, 267.00000, 30500.00000 
33.71000, 268.00000, 30892.00000 
33.76000, 268.00000, 30074.00000 
33.81000, 266.00000, 27876.00000 
33.86000, 265.00000, 23794.00000 
33.91000, 267.00000, 19042.00000 
33.96000, 267.00000, 17648.00000 
34.01000, 270.00000, 17970.00000 
34.06000, 277.00000, 21564.00000 
34.11000, 285.00000, 22710.00000 
34.16000, 284.00000, 21600.00000 
34.21000, 276.00000, 23252.00000 
34.26000, 266.00000, 24168.00000 
34.31000, 260.00000, 24566.00000 
34.36000, 259.00000, 27036.00000 
34.41000, 258.00000, 29868.00000 
34.46000, 257.00000, 32746.00000 
34.51000, 258.00000, 31364.00000 
34.56000, 258.00000, 33490.00000 
34.61000, 258.00000, 31882.00000 
34.66000, 261.00000, 29022.00000 
34.71000, 264.00000, 29300.00000 
34.76000, 266.00000, 27320.00000 
34.81000, 266.00000, 26942.00000 
34.86000, 267.00000, 28104.00000 
34.91000, 269.00000, 29596.00000 
34.96000, 267.00000, 29918.00000 
35.01000, 266.00000, 29246.00000 
35.06000, 266.00000, 27204.00000 
35.11000, 267.00000, 25254.00000 
35.16000, 268.00000, 20346.00000 
35.21000, 272.00000, 18894.00000 
35.26000, 279.00000, 19792.00000 
35.31000, 286.00000, 23454.00000 
35.36000, 294.00000, 23386.00000 
35.41000, 285.00000, 23668.00000 
35.46000, 267.00000, 24472.00000 
35.51000, 260.00000, 26358.00000 
35.56000, 257.00000, 28586.00000 
35.61000, 256.00000, 31222.00000 
35.66000, 256.00000, 32008.00000 
35.71000, 256.00000, 34068.00000 
35.76000, 256.00000, 30618.00000 
35.81000, 257.00000, 31714.00000 
35.86000, 258.00000, 28822.00000 
35.91000, 263.00000, 26928.00000 
35.96000, 265.00000, 28148.00000 
36.01000, 265.00000, 25248.00000 
36.06000, 266.00000, 26036.00000 
36.11000, 267.00000, 29134.00000 
36.16000, 266.00000, 31290.00000 
36.21000, 265.00000, 32084.00000 
36.26000, 264.00000, 30760.00000 
36.31000, 265.00000, 28678.00000 
36.36000, 267.00000, 22694.00000 
36.41000, 270.00000, 20204.00000 
36.46000, 275.00000, 19600.00000 
36.51000, 283.00000, 17076.00000 
36.56000, 292.00000, 19800.00000 
36.61000, 302.00000, 22364.00000 
36.66000, 291.00000, 22630.00000 
36.71000, 265.00000, 24586.00000 
36.76000, 255.00000, 25508.00000 
36.81000, 254.00000, 25772.00000 
36.86000, 253.00000, 26832.00000 
36.91000, 254.00000, 30196.00000 
36.96000, 255.00000, 31180.00000 
37.01000, 256.00000, 32398.00000 
37.06000, 257.00000, 31708.00000 
37.11000, 259.00000, 29016.00000 
37.16000, 261.00000, 30022.00000 
37.21000, 261.00000, 26808.00000 
37.26000, 263.00000, 26764.00000 
37.31000, 264.00000, 28178.00000 
37.36000, 265.00000, 29870.00000 
37.41000, 265.00000, 30282.00000 
37.46000, 266.00000, 28232.00000 
37.51000, 265.00000, 26432.00000 
37.56000, 265.00000, 24786.00000 
37.61000, 266.00000, 21240.00000 
37.66000, 269.00000, 19900.00000 
37.71000, 273.00000, 21362.00000 
37.76000, 278.00000, 21342.00000 
37.81000, 286.00000, 21714.00000 
37.86000, 296.00000, 21910.00000 
37.91000, 298.00000, 21124.00000 
37.96000, 271.00000, 23844.00000 
38.01000, 258.00000, 26050.00000 
38.06000, 254.00000, 26204.00000 
38.11000, 253.00000, 26932.00000 
38.16000, 253.00000, 28820.00000 
38.21000, 254.00000, 28314.00000 
38.26000, 255.00000, 30472.00000 
38.31000, 256.00000, 30504.00000 
38.36000, 257.00000, 31226.00000 
38.41000, 260.00000, 32026.00000 
38.46000, 262.00000, 30140.00000 
38.51000, 264.00000, 27996.00000 
38.56000, 265.00000, 28254.00000 
38.61000, 267.00000, 29778.00000 
38.66000, 268.00000, 30606.00000 
38.71000, 267.00000, 28856.00000 
38.76000, 264.00000, 26874.00000 
38.81000, 265.00000, 25296.00000 
38.86000, 268.00000, 21698.00000 
38.91000, 271.00000, 19906.00000 
38.96000, 277.00000, 19626.00000 
39.01000, 283.00000, 21116.00000 
39.06000, 293.00000, 21632.00000 
39.11000, 300.00000, 22280.00000 
39.16000, 281.00000, 21880.00000 
39.21000, 261.00000, 24380.00000 
39.26000, 256.00000, 25908.00000 
39.31000, 255.00000, 25364.00000 
39.36000, 255.00000, 26386.00000 
39.41000, 255.00000, 30510.00000 
39.46000, 255.00000, 30486.00000 
39.51000, 255.00000, 30356.00000 
39.56000, 256.00000, 32282.00000 
39.61000, 257.00000, 31296.00000 
39.66000, 260.00000, 31242.00000 
39.71000, 262.00000, 28450.00000 
39.76000, 263.00000, 27378.00000 
39.81000, 264.00000, 29016.00000 
39.86000, 265.00000, 30574.00000 
39.91000, 265.00000, 30334.00000 
39.96000, 266.00000, 28460.00000 
40.01000, 266.00000, 24708.00000 
40.06000, 266.00000, 23778.00000 
40.11000, 267.00000, 18800.00000 
40.16000, 269.00000, 18330.00000 
40.21000, 278.00000, 18048.00000 
40.26000, 296.00000, 21314.00000 
40.31000, 300.00000, 23356.00000 
40.36000, 271.00000, 24504.00000 
40.41000, 263.00000, 24378.00000 
40.46000, 258.00000, 27090.00000 
40.51000, 257.00000, 26532.00000 
40.56000, 256.00000, 28206.00000 
40.61000, 256.00000, 32410.00000 
40.66000, 256.00000, 35144.00000 
40.71000, 256.00000, 35066.00000 
40.76000, 256.00000, 35056.00000 
40.81000, 258.00000, 31416.00000 
40.86000, 261.00000, 27668.00000 
40.91000, 263.00000, 26922.00000 
40.96000, 263.00000, 25158.00000 
41.01000, 265.00000, 26950.00000 
41.06000, 267.00000, 27612.00000 
41.11000, 269.00000, 28548.00000 
41.16000, 267.00000, 29122.00000 
41.21000, 265.00000, 28146.00000 
41.26000, 267.00000, 25688.00000 
41.31000, 269.00000, 23302.00000 
41.36000, 270.00000, 19852.00000 
41.41000, 279.00000, 19940.00000 
41.46000, 292.00000, 20552.00000 
41.51000, 305.00000, 23494.00000 
41.56000, 291.00000, 20066.00000 
41.61000, 264.00000, 20454.00000 
41.66000, 258.00000, 22962.00000 
41.71000, 256.00000, 27474.00000 
41.76000, 255.00000, 29190.00000 
41.81000, 254.00000, 32016.00000 
41.86000, 256.00000, 33966.00000 
41.91000, 257.00000, 36638.00000 
41.96000, 256.00000, 35562.00000 
42.01000, 256.00000, 31946.00000 
42.06000, 259.00000, 27250.00000 
42.11000, 263.00000, 23706.00000 
42.16000, 264.00000, 26242.00000 
42.21000, 265.00000, 25858.00000 
42.26000, 265.00000, 28406.00000 
42.31000, 267.00000, 29026.00000 
42.36000, 269.00000, 30472.00000 
42.41000, 270.00000, 30458.00000 
42.46000, 268.00000, 29776.00000 
42.51000, 267.00000, 29684.00000 
42.56000, 267.00000, 28060.00000 
42.61000, 268.00000, 18730.00000 
42.66000, 272.00000, 18672.00000 
42.71000, 279.00000, 19264.00000 
42.76000, 287.00000, 19538.00000 
42.81000, 283.00000, 21066.00000 
42.86000, 271.00000, 22088.00000 
42.91000, 263.00000, 22140.00000 
42.96000, 260.00000, 25346.00000 
43.01000, 260.00000, 25592.00000 
43.06000, 261.00000, 27664.00000 
43.11000, 260.00000, 33164.00000 
43.16000, 259.00000, 34576.00000 
43.21000, 259.00000, 35872.00000 
43.26000, 259.00000, 35556.00000 
43.31000, 260.00000, 32012.00000 
43.36000, 262.00000, 27872.00000 
43.41000, 264.00000, 26836.00000 
43.46000, 264.00000, 25338.00000 
43.51000, 264.00000, 24810.00000 
43.56000, 265.00000, 25644.00000 
43.61000, 265.00000, 26704.00000 
43.66000, 266.00000, 26102.00000 
43.71000, 267.00000, 25716.00000 
43.76000, 265.00000, 24660.00000 
43.81000, 265.00000, 25802.00000 
43.86000, 267.00000, 21754.00000 
43.91000, 267.00000, 20814.00000 
43.96000, 270.00000, 20940.00000 
44.01000, 278.00000, 20300.00000 
44.06000, 287.00000, 23988.00000 
44.11000, 284.00000, 24518.00000 
44.16000, 275.00000, 23342.00000 
44.21000, 269.00000, 24564.00000 
44.26000, 261.00000, 27084.00000 
44.31000, 259.00000, 28364.00000 
44.36000, 259.00000, 30022.00000 
44.41000, 259.00000, 32380.00000 
44.46000, 259.00000, 34484.00000 
44.51000, 259.00000, 33152.00000 
44.56000, 259.00000, 31986.00000 
44.61000, 261.00000, 30470.00000 
44.66000, 262.00000, 28390.00000 
44.71000, 262.00000, 29448.00000 
44.76000, 262.00000, 27410.00000 
44.81000, 263.00000, 26660.00000 
44.86000, 265.00000, 28098.00000 
44.91000, 265.00000, 29378.00000 
44.96000, 266.00000, 28672.00000 
45.01000, 266.00000, 27562.00000 
45.06000, 267.00000, 27550.00000 
45.11000, 268.00000, 26836.00000 
45.16000, 267.00000, 22080.00000 
45.21000, 272.00000, 20598.00000 
45.26000, 278.00000, 22580.00000 
45.31000, 285.00000, 21432.00000 
45.36000, 286.00000, 22090.00000 
45.41000, 281.00000, 23296.00000 
45.46000, 275.00000, 24146.00000 
45.51000, 269.00000, 26294.00000 
45.56000, 264.00000, 28880.00000 
45.61000, 259.00000, 29162.00000 
45.66000, 257.00000, 30946.00000 
45.71000, 257.00000, 33908.00000 
45.76000, 257.00000, 33392.00000 
45.81000, 257.00000, 32304.00000 
45.86000, 258.00000, 32534.00000 
45.91000, 259.00000, 29570.00000 
45.96000, 260.00000, 28080.00000 
46.01000, 262.00000, 28786.00000 
46.06000, 262.00000, 28974.00000 
46.11000, 262.00000, 29000.00000 
46.16000, 263.00000, 28858.00000 
46.21000, 264.00000, 28240.00000 
46.26000, 264.00000, 29894.00000 
46.31000, 263.00000, 29504.00000 
46.36000, 265.00000, 26834.00000 
46.41000, 267.00000, 19282.00000 
46.46000, 269.00000, 18578.00000 
46.51000, 272.00000, 19524.00000 
46.56000, 279.00000, 18510.00000 
46.61000, 285.00000, 21830.00000 
46.66000, 284.00000, 24082.00000 
46.71000, 276.00000, 23370.00000 
46.76000, 270.00000, 23934.00000 
46.81000, 263.00000, 27000.00000 
46.86000, 260.00000, 27484.00000 
46.91000, 258.00000, 28810.00000 
46.96000, 258.00000, 30974.00000 
47.01000, 258.00000, 29928.00000 
47.06000, 259.00000, 28220.00000 
47.11000, 259.00000, 30126.00000 
47.16000, 261.00000, 30226.00000 
47.21000, 263.00000, 30000.00000 
47.26000, 264.00000, 29166.00000 
47.31000, 265.00000, 29004.00000 
47.36000, 265.00000, 29246.00000 
47.41000, 266.00000, 30614.00000 
47.46000, 267.00000, 31392.00000 
47.51000, 268.00000, 30684.00000 
47.56000, 267.00000, 28834.00000 
47.61000, 266.00000, 26396.00000 
47.66000, 267.00000, 21952.00000 
47.71000, 268.00000, 19202.00000 
47.76000, 278.00000, 22096.00000 
47.81000, 294.00000, 24860.00000 
47.86000, 305.00000, 21854.00000 
47.91000, 302.00000, 22450.00000 
47.96000, 285.00000, 24810.00000 
48.01000, 268.00000, 25682.00000 
48.06000, 260.00000, 27244.00000 
48.11000, 256.00000, 28602.00000 
48.16000, 254.00000, 28678.00000 
48.21000, 255.00000, 30024.00000 
48.26000, 255.00000, 27244.00000 
48.31000, 256.00000, 30696.00000 
48.36000, 257.00000, 30654.00000 
48.41000, 259.00000, 28798.00000 
48.46000, 262.00000, 30184.00000 
48.51000, 263.00000, 29968.00000 
48.56000, 262.00000, 31660.00000 
48.61000, 262.00000, 30788.00000 
48.66000, 263.00000, 31594.00000 
48.71000, 265.00000, 32584.00000 
48.76000, 266.00000, 30906.00000 
48.81000, 265.00000, 28250.00000 
48.86000, 265.00000, 24416.00000 
48.91000, 267.00000, 20062.00000 
48.96000, 273.00000, 18264.00000 
49.01000, 284.00000, 19286.00000 
49.06000, 299.00000, 21424.00000 
49.11000, 312.00000, 22930.00000 
49.16000, 319.00000, 23390.00000 
49.21000, 310.00000, 21300.00000 
49.26000, 273.00000, 20986.00000 
49.31000, 256.00000, 24478.00000 
49.36000, 250.00000, 27302.00000 
49.41000, 248.00000, 27338.00000 
49.46000, 248.00000, 29078.00000 
49.51000, 250.00000, 29886.00000 
49.56000, 251.00000, 31526.00000 
49.61000, 252.00000, 33014.00000 
49.66000, 254.00000, 31160.00000 
49.71000, 257.00000, 29168.00000 
49.76000, 259.00000, 28786.00000 
49.81000, 261.00000, 27290.00000 
49.86000, 261.00000, 28580.00000 
49.91000, 263.00000, 28866.00000 
49.96000, 266.00000, 29304.00000 
50.01000, 267.00000, 27942.00000 
50.06000, 264.00000, 26236.00000 
50.11000, 266.00000, 24806.00000 
50.16000, 267.00000, 23512.00000 
50.21000, 270.00000, 19680.00000 
50.26000, 276.00000, 19022.00000 
50.31000, 284.00000, 20848.00000 
50.36000, 298.00000, 20608.00000 
50.41000, 314.00000, 23566.00000 
50.46000, 304.00000, 24248.00000 
50.51000, 270.00000, 22430.00000 
50.56000, 257.00000, 23238.00000 
50.61000, 252.00000, 24118.00000 
50.66000, 251.00000, 26856.00000 
50.71000, 250.00000, 29450.00000 
50.76000, 251.00000, 32022.00000 
50.81000, 253.00000, 30638.00000 
50.86000, 254.00000, 32696.00000 
50.91000, 255.00000, 30794.00000 
50.96000, 257.00000, 31896.00000 
51.01000, 258.00000, 29354.00000 
51.06000, 259.00000, 26130.00000 
51.11000, 262.00000, 26340.00000 
51.16000, 265.00000, 27150.00000 
51.21000, 266.00000, 27576.00000 
51.26000, 266.00000, 27296.00000 
51.31000, 264.00000, 26396.00000 
51.36000, 266.00000, 25552.00000 
51.41000, 269.00000, 22716.00000 
51.46000, 270.00000, 18960.00000 
51.51000, 274.00000, 18694.00000 
51.56000, 280.00000, 18006.00000 
51.61000, 294.00000, 22060.00000 
51.66000, 311.00000, 24162.00000 
51.71000, 289.00000, 23096.00000 
51.76000, 263.00000, 18510.00000 
51.81000, 256.00000, 20510.00000 
51.86000, 254.00000, 24316.00000 
51.91000, 253.00000, 28624.00000 
51.96000, 253.00000, 31130.00000 
52.01000, 254.00000, 33604.00000 
52.06000, 255.00000, 33788.00000 
52.11000, 256.00000, 34774.00000 
52.16000, 257.00000, 31566.00000 
52.21000, 260.00000, 28928.00000 
52.26000, 261.00000, 26590.00000 
52.31000, 262.00000, 23544.00000 
52.36000, 263.00000, 25518.00000 
52.41000, 265.00000, 26894.00000 
52.46000, 267.00000, 27922.00000 
52.51000, 268.00000, 27466.00000 
52.56000, 266.00000, 26614.00000 
52.61000, 266.00000, 25674.00000 
52.66000, 267.00000, 22642.00000 
52.71000, 269.00000, 19288.00000 
52.76000, 273.00000, 19700.00000 
52.81000, 279.00000, 21058.00000 
52.86000, 293.00000, 21270.00000 
52.91000, 310.00000, 23522.00000 
52.96000, 296.00000, 23710.00000 
53.01000, 269.00000, 22792.00000 
53.06000, 259.00000, 23672.00000 
53.11000, 256.00000, 24436.00000 
53.16000, 255.00000, 26830.00000 
53.21000, 254.00000, 29414.00000 
53.26000, 255.00000, 32420.00000 
53.31000, 256.00000, 31736.00000 
53.36000, 256.00000, 33526.00000 
53.41000, 257.00000, 31114.00000 
53.46000, 260.00000, 29020.00000 
53.51000, 263.00000, 27014.00000 
53.56000, 264.00000, 25018.00000 
53.61000, 265.00000, 27498.00000 
53.66000, 268.00000, 28012.00000 
53.71000, 269.00000, 28924.00000 
53.76000, 266.00000, 28436.00000 
53.81000, 265.00000, 26598.00000 
53.86000, 267.00000, 25236.00000 
53.91000, 269.00000, 22526.00000 
53.96000, 271.00000, 20122.00000 
54.01000, 275.00000, 21004.00000 
54.06000, 285.00000, 21122.00000 
54.11000, 308.00000, 21190.00000 
54.16000, 322.00000, 23746.00000 
54.21000, 292.00000, 24626.00000 
54.26000, 268.00000, 24894.00000 
54.31000, 257.00000, 25410.00000 
54.36000, 253.00000, 26830.00000 
54.41000, 251.00000, 28618.00000 
54.46000, 251.00000, 30940.00000 
54.51000, 252.00000, 31306.00000 
54.56000, 254.00000, 28522.00000 
54.61000, 254.00000, 31834.00000 
54.66000, 255.00000, 32090.00000 
54.71000, 258.00000, 29916.00000 
54.76000, 259.00000, 28840.00000 
54.81000, 261.00000, 25278.00000 
54.86000, 264.00000, 24042.00000 
54.91000, 269.00000, 25596.00000 
54.96000, 267.00000, 27994.00000 
55.01000, 266.00000, 28538.00000 
55.06000, 265.00000, 28004.00000 
55.11000, 266.00000, 27906.00000 
55.16000, 267.00000, 26652.00000 
55.21000, 268.00000, 22566.00000 
55.26000, 274.00000, 21918.00000 
55.31000, 284.00000, 22488.00000 
55.36000, 292.00000, 23070.00000 
55.41000, 296.00000, 22472.00000 
55.46000, 278.00000, 22690.00000 
55.51000, 264.00000, 22906.00000 
55.56000, 258.00000, 25710.00000 
55.61000, 256.00000, 27358.00000 
55.66000, 255.00000, 27970.00000 
55.71000, 254.00000, 30820.00000 
55.76000, 255.00000, 33100.00000 
55.81000, 255.00000, 33394.00000 
55.86000, 256.00000, 34302.00000 
55.91000, 258.00000, 30382.00000 
55.96000, 261.00000, 28588.00000 
56.01000, 261.00000, 26958.00000 
56.06000, 263.00000, 26186.00000 
56.11000, 265.00000, 25290.00000 
56.16000, 269.00000, 26050.00000 
56.21000, 268.00000, 28324.00000 
56.26000, 266.00000, 28566.00000 
56.31000, 266.00000, 26550.00000 
56.36000, 267.00000, 25638.00000 
56.41000, 267.00000, 22818.00000 
56.46000, 268.00000, 21476.00000 
56.51000, 271.00000, 21054.00000 
56.56000, 275.00000, 22792.00000 
56.61000, 286.00000, 23426.00000 
56.66000, 297.00000, 24440.00000 
56.71000, 285.00000, 23650.00000 
56.76000, 267.00000, 21328.00000 
56.81000, 259.00000, 22936.00000 
56.86000, 257.00000, 25916.00000 
56.91000, 256.00000, 28666.00000 
56.96000, 255.00000, 30986.00000 
57.01000, 256.00000, 31332.00000 
57.06000, 257.00000, 29722.00000 
57.11000, 257.00000, 31466.00000 
57.16000, 258.00000, 31344.00000 
57.21000, 260.00000, 29622.00000 
57.26000, 262.00000, 27432.00000 
57.31000, 262.00000, 24408.00000 
57.36000, 263.00000, 26310.00000 
57.41000, 267.00000, 28394.00000 
57.46000, 270.00000, 28880.00000 
57.51000, 268.00000, 28118.00000 
57.56000, 267.00000, 26430.00000 
57.61000, 268.00000, 26392.00000 
57.66000, 268.00000, 24756.00000 
57.71000, 268.00000, 21260.00000 
57.76000, 272.00000, 20256.00000 
57.81000, 282.00000, 21706.00000 
57.86000, 287.00000, 22194.00000 
57.91000, 293.00000, 24028.00000 
57.96000, 287.00000, 23568.00000 
58.01000, 268.00000, 22300.00000 
58.06000, 260.00000, 23842.00000 
58.11000, 257.00000, 26382.00000 
58.16000, 256.00000, 28146.00000 
58.21000, 255.00000, 31036.00000 
58.26000, 256.00000, 33178.00000 
58.31000, 257.00000, 32578.00000 
58.36000, 257.00000, 33478.00000 
58.41000, 258.00000, 30700.00000 
58.46000, 261.00000, 29382.00000 
58.51000, 262.00000, 28960.00000 
58.56000, 262.00000, 26128.00000 
58.61000, 265.00000, 26732.00000 
58.66000, 267.00000, 26472.00000 
58.71000, 268.00000, 28280.00000 
58.76000, 268.00000, 28960.00000 
58.81000, 266.00000, 28074.00000 
58.86000, 266.00000, 27842.00000 
58.91000, 267.00000, 25134.00000 
58.96000, 269.00000, 21120.00000 
59.01000, 271.00000, 20678.00000 
59.06000, 276.00000, 21196.00000 
59.11000, 289.00000, 20162.00000 
59.16000, 307.00000, 23230.00000 
59.21000, 299.00000, 24426.00000 
59.26000, 271.00000, 22328.00000 
59.31000, 259.00000, 23240.00000 
59.36000, 256.00000, 25206.00000 
59.41000, 254.00000, 27790.00000 
59.46000, 254.00000, 30846.00000 
59.51000, 255.00000, 33126.00000 
59.56000, 256.00000, 31732.00000 
59.61000, 257.00000, 31444.00000 
59.66000, 257.00000, 32876.00000 
59.71000, 259.00000, 29848.00000 
59.76000, 261.00000, 29778.00000 
59.81000, 262.00000, 26394.00000 
59.86000, 264.00000, 25086.00000 
59.91000, 267.00000, 25738.00000 
59.96000, 269.00000, 27454.00000 
60.01000, 268.00000, 28706.00000 
60.06000, 266.00000, 28312.00000 
60.11000, 266.00000, 27668.00000 
60.16000, 268.00000, 27124.00000 
60.21000, 269.00000, 21100.00000 
60.26000, 273.00000, 18570.00000 
60.31000, 282.00000, 21234.00000 
60.36000, 288.00000, 20166.00000 
60.41000, 294.00000, 21614.00000 
