t, reading, IMUVal 
17.75000, 269.00000, 27962.00000 
17.80000, 269.00000, 28344.00000 
17.85000, 269.00000, 26432.00000 
17.90000, 269.00000, 26434.00000 
17.95000, 269.00000, 27496.00000 
18.00000, 269.00000, 27260.00000 
18.05000, 269.00000, 26388.00000 
18.10000, 269.00000, 26846.00000 
18.15000, 270.00000, 26996.00000 
18.20000, 271.00000, 27534.00000 
18.25000, 272.00000, 26326.00000 
18.30000, 272.00000, 27922.00000 
18.35000, 272.00000, 26518.00000 
18.40000, 272.00000, 27380.00000 
18.45000, 271.00000, 27796.00000 
18.50000, 269.00000, 25746.00000 
18.55000, 269.00000, 26424.00000 
18.60000, 269.00000, 27304.00000 
18.65000, 269.00000, 27296.00000 
18.70000, 269.00000, 27206.00000 
18.75000, 269.00000, 27450.00000 
18.80000, 269.00000, 25650.00000 
18.85000, 269.00000, 26794.00000 
18.90000, 269.00000, 27310.00000 
18.95000, 269.00000, 27136.00000 
19.00000, 269.00000, 27116.00000 
19.05000, 268.00000, 27056.00000 
19.10000, 268.00000, 28524.00000 
19.15000, 268.00000, 27584.00000 
19.20000, 269.00000, 28478.00000 
19.25000, 269.00000, 29798.00000 
19.30000, 269.00000, 27984.00000 
19.35000, 269.00000, 27776.00000 
19.40000, 269.00000, 27964.00000 
19.45000, 269.00000, 27866.00000 
19.50000, 269.00000, 28490.00000 
19.55000, 269.00000, 25974.00000 
19.60000, 269.00000, 27114.00000 
19.65000, 269.00000, 27558.00000 
19.70000, 269.00000, 26650.00000 
19.75000, 269.00000, 26098.00000 
19.80000, 269.00000, 26650.00000 
19.85000, 269.00000, 26608.00000 
19.90000, 269.00000, 27378.00000 
19.95000, 269.00000, 25770.00000 
20.00000, 269.00000, 26980.00000 
20.05000, 269.00000, 26430.00000 
20.10000, 269.00000, 28422.00000 
20.15000, 269.00000, 25596.00000 
20.20000, 269.00000, 27424.00000 
20.25000, 269.00000, 26712.00000 
20.30000, 269.00000, 27500.00000 
20.35000, 269.00000, 26114.00000 
20.40000, 269.00000, 26420.00000 
20.45000, 269.00000, 25358.00000 
20.50000, 269.00000, 25830.00000 
20.55000, 269.00000, 27708.00000 
20.60000, 269.00000, 29798.00000 
20.65000, 269.00000, 28628.00000 
20.70000, 269.00000, 27292.00000 
20.75000, 269.00000, 28274.00000 
20.80000, 269.00000, 29674.00000 
20.85000, 269.00000, 24332.00000 
20.90000, 269.00000, 26558.00000 
20.95000, 269.00000, 28042.00000 
21.00000, 269.00000, 29186.00000 
21.05000, 269.00000, 30772.00000 
21.10000, 268.00000, 29244.00000 
21.15000, 268.00000, 27844.00000 
21.20000, 267.00000, 27894.00000 
21.25000, 267.00000, 28814.00000 
21.30000, 267.00000, 30700.00000 
21.35000, 267.00000, 27314.00000 
21.40000, 267.00000, 27872.00000 
21.45000, 267.00000, 25914.00000 
21.50000, 267.00000, 27436.00000 
21.55000, 268.00000, 25324.00000 
21.60000, 267.00000, 26048.00000 
21.65000, 268.00000, 29664.00000 
21.70000, 268.00000, 28394.00000 
21.75000, 268.00000, 29418.00000 
21.80000, 268.00000, 28050.00000 
21.85000, 267.00000, 30212.00000 
21.90000, 267.00000, 30544.00000 
21.95000, 267.00000, 30310.00000 
22.00000, 267.00000, 29344.00000 
22.05000, 267.00000, 30688.00000 
22.10000, 267.00000, 30460.00000 
22.15000, 267.00000, 30792.00000 
22.20000, 267.00000, 32990.00000 
22.25000, 267.00000, 30754.00000 
22.30000, 267.00000, 30374.00000 
22.35000, 267.00000, 28992.00000 
22.40000, 267.00000, 29712.00000 
22.45000, 267.00000, 28670.00000 
22.50000, 267.00000, 29986.00000 
22.55000, 266.00000, 28772.00000 
22.60000, 266.00000, 27900.00000 
22.65000, 266.00000, 28540.00000 
22.70000, 266.00000, 26014.00000 
22.75000, 266.00000, 27228.00000 
22.80000, 266.00000, 26526.00000 
22.85000, 266.00000, 26220.00000 
22.90000, 266.00000, 27014.00000 
22.95000, 266.00000, 27000.00000 
23.00000, 266.00000, 27784.00000 
23.05000, 266.00000, 27132.00000 
23.10000, 266.00000, 27246.00000 
23.15000, 266.00000, 27272.00000 
23.20000, 266.00000, 27052.00000 
23.25000, 266.00000, 27102.00000 
23.30000, 266.00000, 26804.00000 
23.35000, 266.00000, 27250.00000 
23.40000, 266.00000, 27730.00000 
23.45000, 266.00000, 27248.00000 
23.50000, 266.00000, 27352.00000 
23.55000, 266.00000, 27234.00000 
23.60000, 266.00000, 27136.00000 
23.65000, 266.00000, 27264.00000 
23.70000, 266.00000, 27380.00000 
23.75000, 266.00000, 27342.00000 
23.80000, 266.00000, 27048.00000 
23.85000, 266.00000, 27352.00000 
23.90000, 266.00000, 27226.00000 
23.95000, 266.00000, 27252.00000 
24.00000, 267.00000, 27170.00000 
24.05000, 267.00000, 27184.00000 
24.10000, 267.00000, 27028.00000 
24.15000, 267.00000, 27566.00000 
24.20000, 267.00000, 27202.00000 
24.25000, 267.00000, 26918.00000 
24.30000, 267.00000, 27456.00000 
24.35000, 267.00000, 27326.00000 
24.40000, 267.00000, 27250.00000 
24.45000, 267.00000, 27246.00000 
24.50000, 267.00000, 26900.00000 
24.55000, 267.00000, 27416.00000 
24.60000, 267.00000, 27310.00000 
24.65000, 267.00000, 27258.00000 
24.70000, 267.00000, 26984.00000 
24.75000, 267.00000, 27296.00000 
24.80000, 267.00000, 27198.00000 
24.85000, 267.00000, 27108.00000 
24.90000, 267.00000, 27210.00000 
24.95000, 267.00000, 27184.00000 
25.00000, 267.00000, 27252.00000 
25.05000, 267.00000, 27132.00000 
25.10000, 267.00000, 27124.00000 
25.15000, 267.00000, 27174.00000 
25.20000, 267.00000, 27218.00000 
25.25000, 267.00000, 27288.00000 
25.30000, 267.00000, 27138.00000 
25.35000, 267.00000, 27080.00000 
25.40000, 267.00000, 26972.00000 
25.45000, 267.00000, 27258.00000 
25.50000, 267.00000, 26794.00000 
25.55000, 267.00000, 27278.00000 
25.60000, 267.00000, 27108.00000 
25.65000, 267.00000, 27178.00000 
25.70000, 267.00000, 26862.00000 
25.75000, 267.00000, 27288.00000 
25.80000, 267.00000, 27000.00000 
25.85000, 267.00000, 27198.00000 
25.90000, 267.00000, 26984.00000 
25.95000, 267.00000, 27134.00000 
26.00000, 267.00000, 27206.00000 
26.05000, 267.00000, 27160.00000 
26.10000, 267.00000, 27250.00000 
26.15000, 267.00000, 26980.00000 
26.20000, 267.00000, 27198.00000 
26.25000, 267.00000, 27042.00000 
26.30000, 267.00000, 27100.00000 
26.35000, 267.00000, 27070.00000 
26.40000, 267.00000, 27312.00000 
26.45000, 267.00000, 26878.00000 
26.50000, 267.00000, 27178.00000 
26.55000, 267.00000, 27038.00000 
26.60000, 267.00000, 27354.00000 
26.65000, 267.00000, 26850.00000 
26.70000, 267.00000, 27274.00000 
26.75000, 267.00000, 27226.00000 
26.80000, 267.00000, 26978.00000 
26.85000, 267.00000, 27016.00000 
26.90000, 267.00000, 27074.00000 
26.95000, 267.00000, 26786.00000 
27.00000, 267.00000, 27060.00000 
27.05000, 267.00000, 26874.00000 
27.10000, 267.00000, 27042.00000 
27.15000, 267.00000, 26514.00000 
27.20000, 268.00000, 28238.00000 
27.25000, 268.00000, 28250.00000 
27.30000, 268.00000, 28448.00000 
27.35000, 268.00000, 28044.00000 
27.40000, 272.00000, 28502.00000 
27.45000, 274.00000, 29158.00000 
27.50000, 274.00000, 28862.00000 
27.55000, 273.00000, 27870.00000 
27.60000, 273.00000, 26504.00000 
27.65000, 272.00000, 25912.00000 
27.70000, 272.00000, 25556.00000 
27.75000, 271.00000, 25996.00000 
27.80000, 270.00000, 26650.00000 
27.85000, 270.00000, 27214.00000 
27.90000, 269.00000, 26640.00000 
27.95000, 268.00000, 25344.00000 
28.00000, 268.00000, 24954.00000 
28.05000, 268.00000, 24462.00000 
28.10000, 268.00000, 24024.00000 
28.15000, 268.00000, 24738.00000 
28.20000, 268.00000, 23932.00000 
28.25000, 268.00000, 22900.00000 
28.30000, 267.00000, 25244.00000 
28.35000, 267.00000, 24290.00000 
28.40000, 267.00000, 26066.00000 
28.45000, 268.00000, 26852.00000 
28.50000, 268.00000, 26944.00000 
28.55000, 268.00000, 27426.00000 
28.60000, 268.00000, 25756.00000 
28.65000, 268.00000, 26334.00000 
28.70000, 268.00000, 25286.00000 
28.75000, 268.00000, 24906.00000 
28.80000, 268.00000, 27444.00000 
28.85000, 268.00000, 26968.00000 
28.90000, 268.00000, 28260.00000 
28.95000, 267.00000, 27406.00000 
29.00000, 265.00000, 27566.00000 
29.05000, 264.00000, 24274.00000 
29.10000, 265.00000, 18718.00000 
29.15000, 265.00000, 20926.00000 
29.20000, 265.00000, 25756.00000 
29.25000, 265.00000, 23794.00000 
29.30000, 265.00000, 22952.00000 
29.35000, 265.00000, 23652.00000 
29.40000, 265.00000, 22110.00000 
29.45000, 265.00000, 23990.00000 
29.50000, 265.00000, 23962.00000 
29.55000, 265.00000, 23016.00000 
29.60000, 265.00000, 23666.00000 
29.65000, 266.00000, 24098.00000 
29.70000, 266.00000, 23630.00000 
29.75000, 266.00000, 23484.00000 
29.80000, 266.00000, 23460.00000 
29.85000, 266.00000, 23344.00000 
29.90000, 266.00000, 23290.00000 
29.95000, 266.00000, 23362.00000 
30.00000, 266.00000, 23268.00000 
30.05000, 266.00000, 23424.00000 
30.10000, 266.00000, 23470.00000 
30.15000, 266.00000, 23448.00000 
30.20000, 266.00000, 23266.00000 
30.25000, 266.00000, 23086.00000 
30.30000, 266.00000, 23186.00000 
30.35000, 266.00000, 23312.00000 
30.40000, 266.00000, 23456.00000 
30.45000, 267.00000, 23482.00000 
30.50000, 267.00000, 23106.00000 
30.55000, 267.00000, 23436.00000 
30.60000, 267.00000, 23248.00000 
30.65000, 267.00000, 23388.00000 
30.70000, 267.00000, 23420.00000 
30.75000, 267.00000, 23308.00000 
30.80000, 267.00000, 23270.00000 
30.85000, 267.00000, 23270.00000 
30.90000, 267.00000, 23358.00000 
30.95000, 267.00000, 23240.00000 
31.00000, 267.00000, 23302.00000 
31.05000, 267.00000, 23186.00000 
31.10000, 267.00000, 23264.00000 
31.15000, 267.00000, 23110.00000 
31.20000, 267.00000, 23282.00000 
31.25000, 267.00000, 23326.00000 
31.30000, 267.00000, 23178.00000 
31.35000, 267.00000, 23260.00000 
31.40000, 267.00000, 23350.00000 
31.45000, 267.00000, 23298.00000 
31.50000, 267.00000, 23310.00000 
31.55000, 267.00000, 23392.00000 
31.60000, 267.00000, 23338.00000 
31.65000, 267.00000, 23392.00000 
31.70000, 267.00000, 23354.00000 
31.75000, 267.00000, 23394.00000 
31.80000, 267.00000, 23330.00000 
31.85000, 267.00000, 23334.00000 
31.90000, 267.00000, 23210.00000 
31.95000, 267.00000, 23332.00000 
32.00000, 267.00000, 23476.00000 
32.05000, 267.00000, 23316.00000 
32.10000, 267.00000, 23274.00000 
32.15000, 267.00000, 23464.00000 
32.20000, 267.00000, 23268.00000 
32.25000, 267.00000, 23392.00000 
32.30000, 267.00000, 23454.00000 
32.35000, 267.00000, 23344.00000 
32.40000, 267.00000, 23414.00000 
32.45000, 267.00000, 23376.00000 
32.50000, 267.00000, 23366.00000 
32.55000, 267.00000, 23080.00000 
32.60000, 267.00000, 23446.00000 
32.65000, 267.00000, 23470.00000 
32.70000, 267.00000, 23324.00000 
32.75000, 267.00000, 23322.00000 
32.80000, 267.00000, 23286.00000 
32.85000, 267.00000, 23422.00000 
32.90000, 267.00000, 23422.00000 
32.95000, 267.00000, 23292.00000 
33.00000, 267.00000, 23140.00000 
33.05000, 267.00000, 23264.00000 
33.10000, 267.00000, 23370.00000 
33.15000, 267.00000, 23486.00000 
33.20000, 267.00000, 23288.00000 
33.25000, 267.00000, 23260.00000 
33.30000, 267.00000, 23402.00000 
33.35000, 267.00000, 23348.00000 
33.40000, 267.00000, 23362.00000 
33.45000, 267.00000, 23240.00000 
33.50000, 267.00000, 23370.00000 
33.55000, 267.00000, 23402.00000 
33.60000, 267.00000, 23344.00000 
33.65000, 267.00000, 23462.00000 
33.70000, 267.00000, 23444.00000 
33.75000, 267.00000, 23394.00000 
33.80000, 267.00000, 23314.00000 
33.85000, 267.00000, 23360.00000 
33.90000, 267.00000, 23458.00000 
33.95000, 267.00000, 22998.00000 
34.00000, 267.00000, 23666.00000 
34.05000, 267.00000, 23434.00000 
34.10000, 267.00000, 23236.00000 
34.15000, 267.00000, 23248.00000 
34.20000, 267.00000, 23468.00000 
34.25000, 267.00000, 23284.00000 
34.30000, 267.00000, 23456.00000 
34.35000, 267.00000, 23320.00000 
34.40000, 267.00000, 23278.00000 
34.45000, 267.00000, 23392.00000 
34.50000, 267.00000, 23318.00000 
34.55000, 267.00000, 23426.00000 
34.60000, 267.00000, 22806.00000 
34.65000, 267.00000, 23362.00000 
34.70000, 267.00000, 23340.00000 
34.75000, 267.00000, 23254.00000 
34.80000, 267.00000, 23912.00000 
34.85000, 267.00000, 22808.00000 
34.90000, 267.00000, 22680.00000 
34.95000, 267.00000, 22424.00000 
35.00000, 267.00000, 22132.00000 
35.05000, 267.00000, 22566.00000 
35.10000, 267.00000, 22166.00000 
35.15000, 268.00000, 23124.00000 
35.20000, 268.00000, 22966.00000 
35.25000, 269.00000, 22890.00000 
35.30000, 269.00000, 23520.00000 
35.35000, 269.00000, 23826.00000 
35.40000, 269.00000, 24612.00000 
35.45000, 269.00000, 25572.00000 
35.50000, 269.00000, 27258.00000 
35.55000, 268.00000, 26976.00000 
35.60000, 268.00000, 27596.00000 
35.65000, 268.00000, 24828.00000 
35.70000, 268.00000, 26236.00000 
35.75000, 268.00000, 24410.00000 
35.80000, 268.00000, 25116.00000 
35.85000, 268.00000, 24438.00000 
35.90000, 268.00000, 25020.00000 
35.95000, 268.00000, 24172.00000 
36.00000, 269.00000, 24286.00000 
36.05000, 269.00000, 23818.00000 
36.10000, 269.00000, 23812.00000 
36.15000, 269.00000, 23876.00000 
36.20000, 268.00000, 23542.00000 
36.25000, 268.00000, 24872.00000 
36.30000, 268.00000, 24342.00000 
36.35000, 268.00000, 24480.00000 
36.40000, 268.00000, 24960.00000 
36.45000, 268.00000, 24370.00000 
36.50000, 268.00000, 24748.00000 
36.55000, 268.00000, 23924.00000 
36.60000, 268.00000, 23614.00000 
36.65000, 268.00000, 24760.00000 
36.70000, 268.00000, 24280.00000 
36.75000, 268.00000, 23910.00000 
36.80000, 268.00000, 24414.00000 
36.85000, 268.00000, 24424.00000 
36.90000, 268.00000, 24106.00000 
36.95000, 268.00000, 24308.00000 
37.00000, 268.00000, 24510.00000 
37.05000, 268.00000, 24428.00000 
37.10000, 268.00000, 24632.00000 
37.15000, 268.00000, 24740.00000 
37.20000, 268.00000, 24576.00000 
37.25000, 268.00000, 24482.00000 
37.30000, 268.00000, 24404.00000 
37.35000, 268.00000, 24320.00000 
37.40000, 268.00000, 24566.00000 
37.45000, 268.00000, 24420.00000 
37.50000, 268.00000, 24474.00000 
37.55000, 268.00000, 24616.00000 
37.60000, 268.00000, 24404.00000 
37.65000, 268.00000, 24702.00000 
37.70000, 268.00000, 24494.00000 
37.75000, 268.00000, 24366.00000 
37.80000, 268.00000, 24540.00000 
37.85000, 268.00000, 24504.00000 
37.90000, 268.00000, 24640.00000 
37.95000, 268.00000, 24536.00000 
38.00000, 268.00000, 24342.00000 
38.05000, 268.00000, 24156.00000 
38.10000, 268.00000, 24464.00000 
38.15000, 268.00000, 24410.00000 
38.20000, 268.00000, 24496.00000 
38.25000, 268.00000, 24488.00000 
38.30000, 268.00000, 24354.00000 
38.35000, 268.00000, 24304.00000 
38.40000, 268.00000, 24368.00000 
38.45000, 268.00000, 24538.00000 
38.50000, 268.00000, 24370.00000 
38.55000, 268.00000, 24242.00000 
38.60000, 268.00000, 24582.00000 
38.65000, 268.00000, 24432.00000 
38.70000, 268.00000, 24400.00000 
38.75000, 268.00000, 24718.00000 
38.80000, 268.00000, 24536.00000 
38.85000, 268.00000, 24542.00000 
38.90000, 268.00000, 24580.00000 
38.95000, 268.00000, 24410.00000 
39.00000, 268.00000, 24420.00000 
39.05000, 268.00000, 24598.00000 
39.10000, 268.00000, 24614.00000 
39.15000, 268.00000, 24564.00000 
39.20000, 268.00000, 24624.00000 
39.25000, 268.00000, 24654.00000 
39.30000, 268.00000, 24292.00000 
39.35000, 268.00000, 24524.00000 
39.40000, 268.00000, 24292.00000 
39.45000, 268.00000, 24542.00000 
39.50000, 268.00000, 24636.00000 
39.55000, 268.00000, 24462.00000 
39.60000, 268.00000, 24284.00000 
39.65000, 268.00000, 24996.00000 
39.70000, 268.00000, 24714.00000 
39.75000, 268.00000, 24816.00000 
39.80000, 268.00000, 24288.00000 
39.85000, 268.00000, 24814.00000 
39.90000, 268.00000, 24412.00000 
39.95000, 268.00000, 24328.00000 
40.00000, 268.00000, 24494.00000 
40.05000, 268.00000, 24448.00000 
40.10000, 268.00000, 24384.00000 
40.15000, 268.00000, 23950.00000 
40.20000, 268.00000, 24002.00000 
40.25000, 268.00000, 24164.00000 
40.30000, 268.00000, 25138.00000 
40.35000, 268.00000, 24008.00000 
40.40000, 268.00000, 23994.00000 
40.45000, 268.00000, 24342.00000 
40.50000, 268.00000, 24444.00000 
40.55000, 268.00000, 24010.00000 
40.60000, 268.00000, 24630.00000 
40.65000, 268.00000, 24228.00000 
40.70000, 268.00000, 24146.00000 
40.75000, 268.00000, 24050.00000 
40.80000, 268.00000, 24260.00000 
40.85000, 268.00000, 24212.00000 
40.90000, 268.00000, 23624.00000 
40.95000, 268.00000, 23290.00000 
41.00000, 268.00000, 23128.00000 
41.05000, 268.00000, 23008.00000 
41.10000, 268.00000, 23560.00000 
41.15000, 268.00000, 22840.00000 
41.20000, 268.00000, 22944.00000 
41.25000, 268.00000, 22730.00000 
41.30000, 268.00000, 23114.00000 
41.35000, 268.00000, 23634.00000 
41.40000, 268.00000, 23328.00000 
41.45000, 268.00000, 23722.00000 
41.50000, 268.00000, 23552.00000 
41.55000, 268.00000, 23462.00000 
41.60000, 268.00000, 22472.00000 
41.65000, 268.00000, 22292.00000 
41.70000, 268.00000, 22660.00000 
41.75000, 268.00000, 23064.00000 
41.80000, 268.00000, 23214.00000 
41.85000, 268.00000, 22514.00000 
41.90000, 268.00000, 22510.00000 
41.95000, 268.00000, 22970.00000 
42.00000, 268.00000, 22538.00000 
42.05000, 268.00000, 23062.00000 
42.10000, 268.00000, 23244.00000 
42.15000, 268.00000, 23622.00000 
42.20000, 268.00000, 23058.00000 
42.25000, 268.00000, 22716.00000 
42.30000, 268.00000, 21976.00000 
42.35000, 268.00000, 23372.00000 
42.40000, 268.00000, 21322.00000 
42.45000, 268.00000, 22912.00000 
42.50000, 268.00000, 22098.00000 
42.55000, 268.00000, 22578.00000 
42.60000, 268.00000, 22364.00000 
42.65000, 268.00000, 22620.00000 
42.70000, 268.00000, 22810.00000 
42.75000, 268.00000, 23548.00000 
42.80000, 268.00000, 23048.00000 
42.85000, 268.00000, 22996.00000 
42.90000, 268.00000, 23442.00000 
42.95000, 268.00000, 23046.00000 
43.00000, 268.00000, 23302.00000 
43.05000, 268.00000, 23290.00000 
43.10000, 268.00000, 23226.00000 
43.15000, 268.00000, 23142.00000 
43.20000, 268.00000, 22962.00000 
43.25000, 268.00000, 23264.00000 
43.30000, 268.00000, 23146.00000 
43.35000, 268.00000, 23230.00000 
43.40000, 268.00000, 23376.00000 
43.45000, 268.00000, 23346.00000 
43.50000, 268.00000, 23340.00000 
43.55000, 268.00000, 23222.00000 
43.60000, 268.00000, 23242.00000 
43.65000, 268.00000, 23198.00000 
43.70000, 268.00000, 23300.00000 
43.75000, 268.00000, 23088.00000 
43.80000, 268.00000, 22996.00000 
43.85000, 268.00000, 23236.00000 
43.90000, 268.00000, 23252.00000 
43.95000, 268.00000, 23156.00000 
44.00000, 268.00000, 23082.00000 
44.05000, 268.00000, 23324.00000 
44.10000, 268.00000, 22796.00000 
44.15000, 268.00000, 22916.00000 
44.20000, 268.00000, 22584.00000 
44.25000, 268.00000, 22856.00000 
44.30000, 268.00000, 24662.00000 
44.35000, 268.00000, 22674.00000 
44.40000, 268.00000, 23132.00000 
44.45000, 268.00000, 23756.00000 
44.50000, 268.00000, 23742.00000 
44.55000, 268.00000, 22742.00000 
44.60000, 268.00000, 22592.00000 
44.65000, 268.00000, 23278.00000 
44.70000, 268.00000, 22210.00000 
44.75000, 268.00000, 23248.00000 
44.80000, 268.00000, 21892.00000 
44.85000, 267.00000, 21638.00000 
44.90000, 267.00000, 21674.00000 
44.95000, 268.00000, 22582.00000 
45.00000, 268.00000, 21576.00000 
45.05000, 268.00000, 21196.00000 
45.10000, 268.00000, 22510.00000 
45.15000, 268.00000, 23862.00000 
45.20000, 268.00000, 22752.00000 
45.25000, 268.00000, 23076.00000 
45.30000, 268.00000, 22474.00000 
45.35000, 268.00000, 22916.00000 
45.40000, 268.00000, 22834.00000 
45.45000, 268.00000, 22988.00000 
45.50000, 268.00000, 22554.00000 
45.55000, 268.00000, 21932.00000 
45.60000, 268.00000, 22188.00000 
45.65000, 268.00000, 21806.00000 
45.70000, 268.00000, 22546.00000 
45.75000, 268.00000, 22362.00000 
45.80000, 268.00000, 21876.00000 
45.85000, 268.00000, 22006.00000 
45.90000, 268.00000, 22206.00000 
45.95000, 268.00000, 22626.00000 
46.00000, 268.00000, 22670.00000 
46.05000, 268.00000, 23026.00000 
