t, reading 
67.43000, 266.00000
67.48000, 267.00000
67.53000, 267.00000
67.58000, 267.00000
67.63000, 268.00000
67.68000, 293.00000
67.73000, 303.00000
67.78000, 300.00000
67.83000, 301.00000
67.88000, 296.00000
67.93000, 297.00000
67.98000, 294.00000
68.03000, 294.00000
68.08000, 293.00000
68.13000, 292.00000
68.18000, 291.00000
68.23000, 287.00000
68.28000, 291.00000
68.33000, 287.00000
68.38000, 290.00000
68.43000, 289.00000
68.48000, 289.00000
68.53000, 289.00000
68.58000, 290.00000
68.63000, 290.00000
68.68000, 287.00000
68.73000, 288.00000
68.78000, 288.00000
68.83000, 286.00000
68.88000, 286.00000
68.93000, 285.00000
68.98000, 285.00000
69.03000, 284.00000
69.08000, 285.00000
69.13000, 286.00000
69.18000, 286.00000
69.23000, 284.00000
69.28000, 286.00000
69.33000, 284.00000
69.38000, 284.00000
69.43000, 284.00000
69.48000, 286.00000
69.53000, 285.00000
69.58000, 287.00000
69.63000, 284.00000
69.68000, 283.00000
69.73000, 282.00000
69.78000, 283.00000
69.83000, 282.00000
69.88000, 283.00000
69.93000, 282.00000
69.98000, 282.00000
70.03000, 283.00000
70.08000, 280.00000
70.13000, 282.00000
70.18000, 281.00000
70.23000, 283.00000
70.28000, 282.00000
70.33000, 281.00000
70.38000, 281.00000
70.43000, 279.00000
70.48000, 282.00000
70.53000, 282.00000
70.58000, 281.00000
70.63000, 281.00000
70.68000, 281.00000
70.73000, 281.00000
70.78000, 281.00000
70.83000, 281.00000
70.88000, 282.00000
70.93000, 282.00000
70.98000, 283.00000
71.03000, 281.00000
71.08000, 279.00000
71.13000, 280.00000
71.18000, 280.00000
71.23000, 281.00000
71.28000, 277.00000
71.33000, 280.00000
71.38000, 281.00000
71.43000, 281.00000
71.48000, 280.00000
71.53000, 280.00000
71.58000, 280.00000
71.63000, 279.00000
71.68000, 281.00000
71.73000, 280.00000
71.78000, 281.00000
71.83000, 282.00000
71.88000, 282.00000
71.93000, 284.00000
71.98000, 279.00000
72.03000, 277.00000
72.08000, 279.00000
72.13000, 280.00000
72.18000, 280.00000
72.23000, 281.00000
72.28000, 281.00000
72.33000, 280.00000
72.38000, 279.00000
72.43000, 280.00000
72.48000, 280.00000
72.53000, 280.00000
72.58000, 281.00000
72.63000, 280.00000
72.68000, 280.00000
72.73000, 279.00000
72.78000, 280.00000
72.83000, 280.00000
72.88000, 280.00000
72.93000, 280.00000
72.98000, 280.00000
73.03000, 280.00000
73.08000, 280.00000
73.13000, 279.00000
73.18000, 279.00000
73.23000, 279.00000
73.28000, 279.00000
73.33000, 280.00000
73.38000, 279.00000
73.43000, 279.00000
73.48000, 279.00000
73.53000, 279.00000
73.58000, 279.00000
73.63000, 279.00000
73.68000, 279.00000
73.73000, 279.00000
73.78000, 279.00000
73.83000, 279.00000
73.88000, 279.00000
73.93000, 281.00000
73.98000, 282.00000
74.03000, 284.00000
74.08000, 282.00000
74.13000, 278.00000
74.18000, 280.00000
74.23000, 281.00000
74.28000, 282.00000
74.33000, 279.00000
74.38000, 279.00000
74.43000, 278.00000
74.48000, 279.00000
74.53000, 278.00000
74.58000, 279.00000
74.63000, 279.00000
74.68000, 279.00000
74.73000, 279.00000
74.78000, 278.00000
74.83000, 279.00000
74.88000, 279.00000
74.93000, 279.00000
74.98000, 279.00000
75.03000, 278.00000
75.08000, 279.00000
75.13000, 279.00000
75.18000, 279.00000
75.23000, 279.00000
75.28000, 279.00000
75.33000, 280.00000
75.38000, 279.00000
75.43000, 279.00000
75.48000, 279.00000
75.53000, 280.00000
75.58000, 279.00000
75.63000, 278.00000
75.68000, 278.00000
75.73000, 278.00000
75.78000, 279.00000
75.83000, 280.00000
75.88000, 279.00000
75.93000, 280.00000
75.98000, 279.00000
76.03000, 277.00000
76.08000, 279.00000
76.13000, 279.00000
76.18000, 278.00000
76.23000, 279.00000
76.28000, 279.00000
76.33000, 279.00000
76.38000, 279.00000
76.43000, 279.00000
76.48000, 279.00000
76.53000, 279.00000
76.58000, 279.00000
76.63000, 279.00000
76.68000, 280.00000
76.73000, 280.00000
76.78000, 280.00000
76.83000, 278.00000
76.88000, 279.00000
76.93000, 279.00000
76.98000, 279.00000
77.03000, 279.00000
77.08000, 279.00000
77.13000, 278.00000
77.18000, 279.00000
77.23000, 279.00000
77.28000, 279.00000
77.33000, 279.00000
77.38000, 281.00000
77.43000, 277.00000
77.48000, 272.00000
77.53000, 275.00000
77.58000, 281.00000
77.63000, 278.00000
77.68000, 278.00000
77.73000, 278.00000
77.78000, 279.00000
77.83000, 278.00000
77.88000, 279.00000
77.93000, 278.00000
77.98000, 279.00000
78.03000, 279.00000
78.08000, 280.00000
78.13000, 279.00000
78.18000, 278.00000
78.23000, 279.00000
78.28000, 279.00000
78.33000, 279.00000
78.38000, 279.00000
78.43000, 279.00000
78.48000, 279.00000
78.53000, 278.00000
78.58000, 279.00000
78.63000, 279.00000
78.68000, 279.00000
78.73000, 279.00000
78.78000, 279.00000
78.83000, 279.00000
78.88000, 278.00000
78.93000, 279.00000
78.98000, 279.00000
79.03000, 279.00000
79.08000, 278.00000
79.13000, 279.00000
79.18000, 279.00000
79.23000, 278.00000
79.28000, 279.00000
79.33000, 278.00000
79.38000, 278.00000
79.43000, 278.00000
79.48000, 279.00000
79.53000, 279.00000
79.58000, 279.00000
79.63000, 279.00000
79.68000, 277.00000
79.73000, 277.00000
79.78000, 278.00000
79.83000, 278.00000
79.88000, 277.00000
79.93000, 276.00000
79.98000, 281.00000
80.03000, 278.00000
80.08000, 279.00000
80.13000, 278.00000
80.18000, 280.00000
80.23000, 279.00000
80.28000, 280.00000
80.33000, 277.00000
80.38000, 278.00000
80.43000, 282.00000
80.48000, 277.00000
80.53000, 279.00000
80.58000, 281.00000
80.63000, 285.00000
80.68000, 284.00000
80.73000, 276.00000
80.78000, 287.00000
80.83000, 286.00000
80.88000, 281.00000
80.93000, 283.00000
80.98000, 284.00000
81.03000, 294.00000
81.08000, 308.00000
81.13000, 307.00000
81.18000, 307.00000
81.23000, 306.00000
81.28000, 305.00000
81.33000, 302.00000
81.38000, 248.00000
81.43000, 304.00000
81.48000, 249.00000
81.53000, 251.00000
81.58000, 253.00000
81.63000, 274.00000
81.68000, 256.00000
81.73000, 257.00000
81.78000, 258.00000
81.83000, 259.00000
81.88000, 260.00000
81.93000, 276.00000
81.98000, 292.00000
82.03000, 293.00000
82.08000, 292.00000
82.13000, 291.00000
82.18000, 291.00000
82.23000, 291.00000
82.28000, 292.00000
82.33000, 289.00000
82.38000, 291.00000
82.43000, 287.00000
82.48000, 291.00000
82.53000, 298.00000
82.58000, 311.00000
82.63000, 310.00000
82.68000, 310.00000
82.73000, 311.00000
82.78000, 259.00000
82.83000, 261.00000
82.88000, 262.00000
82.93000, 314.00000
82.98000, 313.00000
83.03000, 314.00000
83.08000, 315.00000
83.13000, 263.00000
83.18000, 261.00000
83.23000, 263.00000
83.28000, 262.00000
83.33000, 261.00000
83.38000, 314.00000
83.43000, 259.00000
83.48000, 313.00000
83.53000, 313.00000
83.58000, 314.00000
83.63000, 313.00000
83.68000, 312.00000
83.73000, 258.00000
83.78000, 279.00000
83.83000, 257.00000
83.88000, 256.00000
83.93000, 258.00000
83.98000, 259.00000
84.03000, 261.00000
84.08000, 263.00000
84.13000, 292.00000
84.18000, 298.00000
84.23000, 295.00000
84.28000, 294.00000
84.33000, 291.00000
84.38000, 290.00000
84.43000, 289.00000
84.48000, 287.00000
84.53000, 287.00000
84.58000, 286.00000
84.63000, 286.00000
84.68000, 286.00000
84.73000, 286.00000
84.78000, 286.00000
84.83000, 285.00000
84.88000, 285.00000
84.93000, 284.00000
84.98000, 284.00000
85.03000, 284.00000
85.08000, 284.00000
85.13000, 284.00000
85.18000, 284.00000
85.23000, 284.00000
85.28000, 283.00000
85.33000, 283.00000
85.38000, 283.00000
85.43000, 283.00000
85.48000, 283.00000
85.53000, 283.00000
85.58000, 282.00000
85.63000, 282.00000
85.68000, 282.00000
85.73000, 282.00000
85.78000, 282.00000
85.83000, 281.00000
85.88000, 281.00000
85.93000, 281.00000
85.98000, 281.00000
86.03000, 281.00000
86.08000, 281.00000
86.13000, 280.00000
86.18000, 280.00000
86.23000, 280.00000
86.28000, 281.00000
86.33000, 281.00000
86.38000, 281.00000
86.43000, 281.00000
86.48000, 281.00000
86.53000, 281.00000
86.58000, 281.00000
86.63000, 280.00000
86.68000, 280.00000
86.73000, 280.00000
86.78000, 280.00000
86.83000, 281.00000
86.88000, 280.00000
86.93000, 279.00000
86.98000, 278.00000
87.03000, 278.00000
87.08000, 278.00000
87.13000, 278.00000
87.18000, 278.00000
87.23000, 278.00000
87.28000, 279.00000
87.33000, 278.00000
87.38000, 278.00000
87.43000, 278.00000
87.48000, 279.00000
87.53000, 278.00000
87.58000, 279.00000
87.63000, 279.00000
87.68000, 278.00000
87.73000, 278.00000
87.78000, 278.00000
87.83000, 278.00000
87.88000, 278.00000
87.93000, 278.00000
87.98000, 278.00000
88.03000, 278.00000
88.08000, 278.00000
88.13000, 278.00000
88.18000, 279.00000
88.23000, 278.00000
88.28000, 278.00000
88.33000, 278.00000
88.38000, 278.00000
88.43000, 278.00000
88.48000, 278.00000
88.53000, 278.00000
88.58000, 278.00000
88.63000, 278.00000
88.68000, 278.00000
88.73000, 278.00000
88.78000, 278.00000
88.83000, 278.00000
88.88000, 278.00000
88.93000, 278.00000
88.98000, 278.00000
89.03000, 278.00000
89.08000, 278.00000
89.13000, 278.00000
89.18000, 278.00000
89.23000, 278.00000
89.28000, 277.00000
89.33000, 278.00000
89.38000, 278.00000
89.43000, 278.00000
89.48000, 278.00000
89.53000, 278.00000
89.58000, 278.00000
89.63000, 278.00000
89.68000, 278.00000
89.73000, 278.00000
89.78000, 278.00000
89.83000, 278.00000
89.88000, 277.00000
89.93000, 277.00000
89.98000, 274.00000
90.03000, 279.00000
90.08000, 280.00000
90.13000, 280.00000
90.18000, 279.00000
90.23000, 279.00000
90.28000, 278.00000
90.33000, 276.00000
90.38000, 278.00000
90.43000, 277.00000
90.48000, 278.00000
90.53000, 279.00000
90.58000, 279.00000
90.63000, 277.00000
90.68000, 278.00000
90.73000, 278.00000
90.78000, 279.00000
90.83000, 278.00000
90.88000, 279.00000
90.93000, 279.00000
90.98000, 280.00000
91.03000, 280.00000
91.08000, 280.00000
91.13000, 279.00000
91.18000, 279.00000
91.23000, 280.00000
91.28000, 281.00000
91.33000, 279.00000
91.38000, 279.00000
91.43000, 277.00000
91.48000, 276.00000
91.53000, 275.00000
91.58000, 276.00000
91.63000, 277.00000
91.68000, 277.00000
91.73000, 277.00000
91.78000, 277.00000
91.83000, 277.00000
91.88000, 276.00000
91.93000, 277.00000
91.98000, 277.00000
92.03000, 277.00000
92.08000, 278.00000
92.13000, 278.00000
92.18000, 278.00000
92.23000, 277.00000
92.28000, 277.00000
92.33000, 278.00000
92.38000, 278.00000
92.43000, 278.00000
92.48000, 278.00000
92.53000, 278.00000
92.58000, 278.00000
92.63000, 278.00000
92.68000, 278.00000
92.73000, 278.00000
92.78000, 278.00000
92.83000, 278.00000
92.88000, 278.00000
92.93000, 279.00000
92.98000, 278.00000
93.03000, 278.00000
93.08000, 278.00000
93.13000, 279.00000
93.18000, 279.00000
93.23000, 279.00000
93.28000, 278.00000
93.33000, 278.00000
93.38000, 278.00000
93.43000, 278.00000
93.48000, 278.00000
93.53000, 278.00000
93.58000, 278.00000
93.63000, 278.00000
93.68000, 278.00000
93.73000, 278.00000
93.78000, 278.00000
93.83000, 278.00000
93.88000, 278.00000
93.93000, 278.00000
93.98000, 278.00000
94.03000, 278.00000
94.08000, 278.00000
94.13000, 278.00000
94.18000, 278.00000
94.23000, 278.00000
94.28000, 277.00000
94.33000, 278.00000
94.38000, 278.00000
94.43000, 278.00000
94.48000, 278.00000
94.53000, 277.00000
94.58000, 278.00000
94.63000, 278.00000
94.68000, 277.00000
94.73000, 278.00000
94.78000, 278.00000
94.83000, 278.00000
94.88000, 277.00000
94.93000, 278.00000
94.98000, 278.00000
95.03000, 278.00000
95.08000, 278.00000
95.13000, 278.00000
95.18000, 277.00000
95.23000, 278.00000
95.28000, 278.00000
95.33000, 278.00000
95.38000, 278.00000
95.43000, 278.00000
95.48000, 278.00000
95.53000, 278.00000
95.58000, 278.00000
95.63000, 278.00000
95.68000, 278.00000
95.73000, 278.00000
95.78000, 278.00000
95.83000, 278.00000
95.88000, 278.00000
95.93000, 279.00000
95.98000, 279.00000
96.03000, 278.00000
96.08000, 278.00000
96.13000, 278.00000
96.18000, 278.00000
96.23000, 278.00000
96.28000, 278.00000
96.33000, 277.00000
96.38000, 278.00000
96.43000, 278.00000
96.48000, 278.00000
96.53000, 278.00000
96.58000, 277.00000
96.63000, 278.00000
96.68000, 278.00000
96.73000, 278.00000
96.78000, 278.00000
96.83000, 278.00000
96.88000, 278.00000
96.93000, 279.00000
96.98000, 279.00000
97.03000, 279.00000
97.08000, 278.00000
97.13000, 278.00000
97.18000, 278.00000
97.23000, 277.00000
97.28000, 278.00000
97.33000, 279.00000
97.38000, 278.00000
97.43000, 278.00000
97.48000, 281.00000
97.53000, 282.00000
97.58000, 286.00000
97.63000, 283.00000
97.68000, 278.00000
97.73000, 272.00000
97.78000, 275.00000
97.83000, 274.00000
97.88000, 275.00000
97.93000, 278.00000
97.98000, 278.00000
98.03000, 277.00000
98.08000, 278.00000
98.13000, 281.00000
98.18000, 282.00000
98.23000, 305.00000
98.28000, 305.00000
98.33000, 305.00000
98.38000, 306.00000
98.43000, 306.00000
98.48000, 306.00000
98.53000, 306.00000
98.58000, 315.00000
98.63000, 316.00000
98.68000, 290.00000
98.73000, 286.00000
98.78000, 284.00000
98.83000, 284.00000
98.88000, 286.00000
98.93000, 283.00000
98.98000, 278.00000
99.03000, 255.00000
99.08000, 255.00000
99.13000, 256.00000
99.18000, 257.00000
99.23000, 258.00000
99.28000, 259.00000
99.33000, 259.00000
99.38000, 262.00000
99.43000, 314.00000
99.48000, 304.00000
99.53000, 313.00000
99.58000, 313.00000
99.63000, 314.00000
99.68000, 314.00000
99.73000, 279.00000
99.78000, 259.00000
99.83000, 260.00000
99.88000, 261.00000
99.93000, 262.00000
99.98000, 263.00000
100.03000, 279.00000
100.08000, 269.00000
100.13000, 264.00000
100.18000, 265.00000
100.23000, 266.00000
100.28000, 266.00000
100.33000, 268.00000
100.38000, 302.00000
100.43000, 306.00000
100.48000, 309.00000
100.53000, 320.00000
100.58000, 319.00000
100.63000, 317.00000
100.68000, 315.00000
100.73000, 313.00000
100.78000, 313.00000
100.83000, 315.00000
100.88000, 319.00000
100.93000, 323.00000
100.98000, 271.00000
101.03000, 271.00000
101.08000, 264.00000
101.13000, 264.00000
101.18000, 266.00000
101.23000, 288.00000
101.28000, 283.00000
101.33000, 264.00000
101.38000, 264.00000
101.43000, 264.00000
101.48000, 263.00000
101.53000, 319.00000
101.58000, 319.00000
101.63000, 318.00000
101.68000, 317.00000
101.73000, 316.00000
101.78000, 316.00000
101.83000, 315.00000
101.88000, 315.00000
101.93000, 284.00000
101.98000, 278.00000
102.03000, 280.00000
102.08000, 278.00000
102.13000, 280.00000
102.18000, 271.00000
102.23000, 292.00000
102.28000, 298.00000
102.33000, 292.00000
102.38000, 290.00000
102.43000, 282.00000
102.48000, 272.00000
102.53000, 299.00000
102.58000, 280.00000
102.63000, 285.00000
102.68000, 287.00000
102.73000, 307.00000
102.78000, 290.00000
102.83000, 281.00000
102.88000, 283.00000
102.93000, 285.00000
102.98000, 282.00000
103.03000, 270.00000
103.08000, 288.00000
103.13000, 286.00000
103.18000, 284.00000
103.23000, 262.00000
103.28000, 283.00000
103.33000, 259.00000
103.38000, 259.00000
103.43000, 260.00000
103.48000, 262.00000
103.53000, 289.00000
103.58000, 293.00000
103.63000, 266.00000
103.68000, 261.00000
103.73000, 261.00000
103.78000, 262.00000
103.83000, 262.00000
103.88000, 280.00000
103.93000, 295.00000
103.98000, 294.00000
104.03000, 294.00000
104.08000, 291.00000
104.13000, 288.00000
104.18000, 287.00000
104.23000, 287.00000
104.28000, 287.00000
104.33000, 288.00000
104.38000, 287.00000
104.43000, 287.00000
104.48000, 290.00000
104.53000, 289.00000
104.58000, 287.00000
104.63000, 286.00000
104.68000, 284.00000
104.73000, 285.00000
104.78000, 285.00000
104.83000, 284.00000
104.88000, 284.00000
104.93000, 284.00000
104.98000, 283.00000
105.03000, 284.00000
105.08000, 285.00000
105.13000, 285.00000
105.18000, 284.00000
105.23000, 283.00000
105.28000, 283.00000
105.33000, 283.00000
105.38000, 283.00000
105.43000, 282.00000
105.48000, 282.00000
105.53000, 282.00000
105.58000, 281.00000
105.63000, 280.00000
105.68000, 280.00000
105.73000, 280.00000
105.78000, 280.00000
105.83000, 280.00000
105.88000, 280.00000
105.93000, 280.00000
105.98000, 279.00000
106.03000, 279.00000
106.08000, 279.00000
106.13000, 279.00000
106.18000, 279.00000
106.23000, 278.00000
106.28000, 278.00000
106.33000, 278.00000
106.38000, 277.00000
106.43000, 277.00000
106.48000, 277.00000
106.53000, 277.00000
106.58000, 277.00000
106.63000, 279.00000
106.68000, 280.00000
106.73000, 283.00000
106.78000, 287.00000
106.83000, 302.00000
106.88000, 302.00000
106.93000, 301.00000
106.98000, 247.00000
107.03000, 249.00000
107.08000, 250.00000
107.13000, 251.00000
107.18000, 252.00000
107.23000, 267.00000
107.28000, 283.00000
107.33000, 284.00000
107.38000, 282.00000
107.43000, 281.00000
107.48000, 280.00000
107.53000, 279.00000
107.58000, 281.00000
107.63000, 281.00000
107.68000, 279.00000
107.73000, 279.00000
107.78000, 278.00000
107.83000, 279.00000
107.88000, 279.00000
107.93000, 278.00000
107.98000, 283.00000
108.03000, 282.00000
108.08000, 279.00000
108.13000, 273.00000
108.18000, 273.00000
108.23000, 269.00000
108.28000, 275.00000
108.33000, 284.00000
108.38000, 303.00000
108.43000, 302.00000
108.48000, 301.00000
108.53000, 301.00000
108.58000, 301.00000
108.63000, 301.00000
108.68000, 300.00000
108.73000, 300.00000
108.78000, 300.00000
108.83000, 299.00000
108.88000, 266.00000
108.93000, 262.00000
108.98000, 260.00000
109.03000, 247.00000
109.08000, 248.00000
109.13000, 250.00000
109.18000, 251.00000
109.23000, 253.00000
109.28000, 254.00000
109.33000, 256.00000
109.38000, 282.00000
109.43000, 279.00000
109.48000, 280.00000
109.53000, 280.00000
109.58000, 282.00000
109.63000, 277.00000
109.68000, 272.00000
109.73000, 301.00000
109.78000, 285.00000
109.83000, 284.00000
109.88000, 277.00000
109.93000, 277.00000
109.98000, 283.00000
110.03000, 277.00000
110.08000, 282.00000
110.13000, 278.00000
110.18000, 275.00000
110.23000, 278.00000
110.28000, 279.00000
110.33000, 276.00000
110.38000, 281.00000
110.43000, 294.00000
110.48000, 298.00000
110.53000, 287.00000
110.58000, 282.00000
110.63000, 279.00000
110.68000, 287.00000
110.73000, 282.00000
110.78000, 281.00000
110.83000, 277.00000
110.88000, 281.00000
110.93000, 282.00000
110.98000, 281.00000
111.03000, 280.00000
111.08000, 277.00000
111.13000, 281.00000
111.18000, 298.00000
111.23000, 285.00000
111.28000, 285.00000
111.33000, 283.00000
111.38000, 276.00000
111.43000, 283.00000
111.48000, 282.00000
111.53000, 283.00000
111.58000, 278.00000
111.63000, 280.00000
111.68000, 285.00000
111.73000, 284.00000
111.78000, 278.00000
111.83000, 280.00000
111.88000, 283.00000
111.93000, 294.00000
111.98000, 286.00000
112.03000, 283.00000
112.08000, 280.00000
112.13000, 281.00000
112.18000, 284.00000
112.23000, 288.00000
112.28000, 281.00000
112.33000, 281.00000
112.38000, 280.00000
112.43000, 284.00000
112.48000, 285.00000
112.53000, 285.00000
112.58000, 279.00000
112.63000, 284.00000
112.68000, 296.00000
112.73000, 283.00000
112.78000, 280.00000
112.83000, 280.00000
112.88000, 279.00000
112.93000, 285.00000
112.98000, 280.00000
113.03000, 282.00000
113.08000, 276.00000
113.13000, 280.00000
113.18000, 283.00000
113.23000, 284.00000
113.28000, 278.00000
113.33000, 282.00000
113.38000, 279.00000
113.43000, 286.00000
113.48000, 288.00000
113.53000, 281.00000
113.58000, 279.00000
113.63000, 279.00000
113.68000, 277.00000
113.73000, 284.00000
113.78000, 282.00000
113.83000, 279.00000
113.88000, 279.00000
113.93000, 280.00000
113.98000, 283.00000
114.03000, 280.00000
114.08000, 282.00000
114.13000, 279.00000
114.18000, 279.00000
114.23000, 280.00000
114.28000, 294.00000
114.33000, 285.00000
114.38000, 282.00000
114.43000, 279.00000
114.48000, 276.00000
114.53000, 282.00000
114.58000, 281.00000
114.63000, 281.00000
114.68000, 275.00000
114.73000, 276.00000
114.78000, 279.00000
114.83000, 279.00000
114.88000, 274.00000
114.93000, 282.00000
114.98000, 280.00000
115.03000, 279.00000
115.08000, 289.00000
115.13000, 290.00000
115.18000, 280.00000
115.23000, 282.00000
115.28000, 274.00000
115.33000, 279.00000
115.38000, 284.00000
115.43000, 282.00000
115.48000, 278.00000
115.53000, 277.00000
115.58000, 278.00000
115.63000, 279.00000
115.68000, 279.00000
115.73000, 279.00000
115.78000, 277.00000
115.83000, 279.00000
115.88000, 279.00000
115.93000, 290.00000
115.98000, 288.00000
116.03000, 281.00000
116.08000, 282.00000
116.13000, 273.00000
116.18000, 277.00000
116.23000, 287.00000
116.28000, 276.00000
116.33000, 280.00000
116.38000, 279.00000
116.43000, 279.00000
116.48000, 281.00000
116.53000, 282.00000
116.58000, 284.00000
116.63000, 277.00000
116.68000, 281.00000
116.73000, 294.00000
116.78000, 287.00000
116.83000, 277.00000
116.88000, 277.00000
116.93000, 275.00000
116.98000, 285.00000
117.03000, 280.00000
117.08000, 279.00000
117.13000, 275.00000
117.18000, 281.00000
117.23000, 279.00000
117.28000, 278.00000
117.33000, 280.00000
117.38000, 279.00000
117.43000, 280.00000
117.48000, 292.00000
117.53000, 284.00000
117.58000, 282.00000
117.63000, 274.00000
117.68000, 278.00000
117.73000, 279.00000
117.78000, 282.00000
117.83000, 279.00000
117.88000, 275.00000
117.93000, 277.00000
117.98000, 280.00000
118.03000, 280.00000
118.08000, 281.00000
118.13000, 275.00000
118.18000, 274.00000
118.23000, 291.00000
118.28000, 280.00000
118.33000, 277.00000
118.38000, 282.00000
118.43000, 276.00000
118.48000, 278.00000
118.53000, 282.00000
118.58000, 276.00000
118.63000, 277.00000
118.68000, 276.00000
118.73000, 278.00000
118.78000, 282.00000
118.83000, 278.00000
118.88000, 280.00000
118.93000, 278.00000
118.98000, 279.00000
119.03000, 293.00000
119.08000, 278.00000
119.13000, 280.00000
119.18000, 281.00000
119.23000, 278.00000
119.28000, 285.00000
119.33000, 277.00000
119.38000, 274.00000
119.43000, 278.00000
119.48000, 277.00000
119.53000, 279.00000
119.58000, 281.00000
119.63000, 278.00000
119.68000, 276.00000
119.73000, 274.00000
119.78000, 282.00000
119.83000, 294.00000
119.88000, 281.00000
119.93000, 280.00000
119.98000, 279.00000
120.03000, 277.00000
120.08000, 281.00000
120.13000, 279.00000
120.18000, 277.00000
120.23000, 278.00000
120.28000, 280.00000
120.33000, 277.00000
120.38000, 279.00000
120.43000, 276.00000
120.48000, 278.00000
120.53000, 276.00000
120.58000, 282.00000
120.63000, 291.00000
120.68000, 278.00000
120.73000, 279.00000
120.78000, 278.00000
120.83000, 276.00000
120.88000, 282.00000
120.93000, 277.00000
120.98000, 271.00000
121.03000, 276.00000
121.08000, 276.00000
121.13000, 278.00000
121.18000, 278.00000
121.23000, 275.00000
121.28000, 274.00000
121.33000, 280.00000
121.38000, 278.00000
121.43000, 293.00000
121.48000, 285.00000
121.53000, 279.00000
121.58000, 277.00000
121.63000, 278.00000
121.68000, 282.00000
121.73000, 281.00000
121.78000, 278.00000
121.83000, 273.00000
121.88000, 279.00000
121.93000, 279.00000
121.98000, 280.00000
122.03000, 275.00000
122.08000, 277.00000
122.13000, 280.00000
122.18000, 295.00000
122.23000, 284.00000
122.28000, 276.00000
122.33000, 273.00000
122.38000, 270.00000
122.43000, 280.00000
122.48000, 278.00000
122.53000, 274.00000
122.58000, 275.00000
122.63000, 278.00000
122.68000, 267.00000
122.73000, 285.00000
